ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16293,70,145,0
1,1,365,16191,53,155,0
2,2,730,16122,63,132,0
3,3,1095,16055,61,128,0
4,4,1460,15962,70,163,0
5,5,1825,15892,69,139,0
6,6,2190,15812,62,142,0
7,7,2555,15733,69,148,0
8,8,2920,15643,73,163,0
9,9,3285,15569,80,154,0
10,10,3650,15506,78,141,0
11,11,4015,15406,71,171,0
12,12,4380,15354,86,138,0
13,13,4745,15249,70,175,0
14,14,5110,15181,97,165,0
15,15,5475,15107,99,173,0
16,16,5840,14992,88,203,0
17,17,6205,14875,93,210,0
18,18,6570,14794,107,188,0
19,19,6935,14735,112,171,0
20,20,7300,14638,94,191,0
