ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16309,72,131,0
1,1,365,16250,76,135,0
2,2,730,16185,69,134,0
3,3,1095,16101,76,160,0
4,4,1460,16068,100,133,0
5,5,1825,15998,88,158,0
6,6,2190,15923,73,148,0
7,7,2555,15845,82,160,0
8,8,2920,15786,87,146,0
9,9,3285,15722,94,158,0
10,10,3650,15634,97,185,0
11,11,4015,15606,114,142,0
12,12,4380,15573,111,144,0
13,13,4745,15515,94,152,0
14,14,5110,15456,108,167,0
15,15,5475,15387,113,182,0
16,16,5840,15321,99,165,0
17,17,6205,15283,130,168,0
18,18,6570,15235,137,185,0
19,19,6935,15189,135,181,0
20,20,7300,15111,122,200,0
