ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16287,72,153,0
1,1,365,16235,58,110,0
2,2,730,16176,62,121,0
3,3,1095,16112,53,117,0
4,4,1460,16008,52,156,0
5,5,1825,15898,55,165,0
6,6,2190,15818,57,137,0
7,7,2555,15742,75,151,0
8,8,2920,15682,76,136,0
9,9,3285,15595,76,163,0
10,10,3650,15507,76,164,0
11,11,4015,15429,68,146,0
12,12,4380,15357,89,161,0
13,13,4745,15285,84,156,0
14,14,5110,15228,103,160,0
15,15,5475,15138,80,170,0
16,16,5840,15054,95,179,0
17,17,6205,14970,97,181,0
18,18,6570,14937,129,162,0
19,19,6935,14855,94,176,0
20,20,7300,14750,94,199,0
