ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,61,155,0
1,1,365,16224,76,127,0
2,2,730,16148,81,157,0
3,3,1095,16064,79,163,0
4,4,1460,15990,67,141,0
5,5,1825,15929,89,150,0
6,6,2190,15866,82,145,0
7,7,2555,15811,95,150,0
8,8,2920,15758,84,137,0
9,9,3285,15693,96,161,0
10,10,3650,15633,91,151,0
11,11,4015,15556,101,178,0
12,12,4380,15512,117,161,0
13,13,4745,15462,105,155,0
14,14,5110,15429,120,153,0
15,15,5475,15390,125,164,0
16,16,5840,15328,123,185,0
17,17,6205,15254,123,197,0
18,18,6570,15218,119,155,0
19,19,6935,15151,132,199,0
20,20,7300,15095,125,181,0
