ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16293,62,138,0
1,1,365,16272,105,126,0
2,2,730,16221,98,149,0
3,3,1095,16177,102,146,0
4,4,1460,16155,119,141,0
5,5,1825,16116,114,153,0
6,6,2190,16072,110,154,0
7,7,2555,16051,141,162,0
8,8,2920,16026,124,149,0
9,9,3285,16004,116,138,0
10,10,3650,15955,126,175,0
11,11,4015,15928,137,164,0
12,12,4380,15898,132,162,0
13,13,4745,15887,153,164,0
14,14,5110,15858,158,187,0
15,15,5475,15866,166,158,0
16,16,5840,15872,190,184,0
17,17,6205,15866,174,180,0
18,18,6570,15877,191,180,0
19,19,6935,15883,184,178,0
20,20,7300,15901,200,182,0
