ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16256,13,124,0
1,1,365,16122,9,143,0
2,2,730,15968,10,164,0
3,3,1095,15840,11,139,0
4,4,1460,15720,11,131,0
5,5,1825,15618,17,119,0
6,6,2190,15488,8,138,0
7,7,2555,15352,16,152,0
8,8,2920,15221,16,147,0
9,9,3285,15079,11,153,0
10,10,3650,14940,10,149,0
11,11,4015,14797,16,159,0
12,12,4380,14664,10,143,0
13,13,4745,14540,13,137,0
14,14,5110,14401,15,154,0
15,15,5475,14244,16,173,0
16,16,5840,14071,12,185,0
17,17,6205,13899,15,187,0
18,18,6570,13739,19,179,0
19,19,6935,13565,15,189,0
20,20,7300,13387,14,192,0
