ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16286,56,137,0
1,1,365,16186,55,155,0
2,2,730,16114,59,131,0
3,3,1095,16029,51,136,0
4,4,1460,15944,60,145,0
5,5,1825,15847,51,148,0
6,6,2190,15737,57,167,0
7,7,2555,15664,44,117,0
8,8,2920,15578,54,140,0
9,9,3285,15474,54,158,0
10,10,3650,15358,51,167,0
11,11,4015,15262,45,141,0
12,12,4380,15145,38,155,0
13,13,4745,15016,51,180,0
14,14,5110,14893,45,168,0
15,15,5475,14727,37,203,0
16,16,5840,14574,38,191,0
17,17,6205,14459,50,165,0
18,18,6570,14329,39,169,0
19,19,6935,14165,41,205,0
20,20,7300,14013,39,191,0
