ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16300,76,144,0
1,1,365,16234,84,150,0
2,2,730,16204,97,127,0
3,3,1095,16154,94,144,0
4,4,1460,16135,110,129,0
5,5,1825,16128,129,136,0
6,6,2190,16098,122,152,0
7,7,2555,16084,147,161,0
8,8,2920,16024,110,170,0
9,9,3285,16002,116,138,0
10,10,3650,16000,135,137,0
11,11,4015,15961,122,161,0
12,12,4380,15935,142,168,0
13,13,4745,15921,143,157,0
14,14,5110,15904,154,171,0
15,15,5475,15884,146,166,0
16,16,5840,15877,175,182,0
17,17,6205,15866,172,183,0
18,18,6570,15814,165,217,0
19,19,6935,15799,174,189,0
20,20,7300,15826,181,154,0
