ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16273,59,155,0
1,1,365,16210,76,139,0
2,2,730,16144,78,144,0
3,3,1095,16088,80,136,0
4,4,1460,16039,78,127,0
5,5,1825,15979,84,144,0
6,6,2190,15931,96,144,0
7,7,2555,15882,107,156,0
8,8,2920,15862,115,135,0
9,9,3285,15825,109,146,0
10,10,3650,15799,115,141,0
11,11,4015,15788,130,141,0
12,12,4380,15747,116,157,0
13,13,4745,15727,133,153,0
14,14,5110,15698,137,166,0
15,15,5475,15689,144,153,0
16,16,5840,15654,140,175,0
17,17,6205,15605,123,172,0
18,18,6570,15553,138,190,0
19,19,6935,15492,138,199,0
20,20,7300,15441,140,191,0
