ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16270,60,158,0
1,1,365,16194,65,141,0
2,2,730,16109,55,140,0
3,3,1095,16038,79,150,0
4,4,1460,15984,81,135,0
5,5,1825,15916,77,145,0
6,6,2190,15883,92,125,0
7,7,2555,15830,94,147,0
8,8,2920,15793,123,160,0
9,9,3285,15749,99,143,0
10,10,3650,15659,86,176,0
11,11,4015,15611,94,142,0
12,12,4380,15564,110,157,0
13,13,4745,15499,109,174,0
14,14,5110,15421,107,185,0
15,15,5475,15408,143,156,0
16,16,5840,15339,115,184,0
17,17,6205,15293,126,172,0
18,18,6570,15233,125,185,0
19,19,6935,15196,143,180,0
20,20,7300,15155,147,188,0
