ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16227,53,124,0
2,2,730,16165,86,148,0
3,3,1095,16115,68,118,0
4,4,1460,16030,70,155,0
5,5,1825,15981,80,129,0
6,6,2190,15904,79,156,0
7,7,2555,15855,108,157,0
8,8,2920,15786,97,166,0
9,9,3285,15730,107,163,0
10,10,3650,15690,89,129,0
11,11,4015,15638,104,156,0
12,12,4380,15608,115,145,0
13,13,4745,15550,98,156,0
14,14,5110,15521,122,151,0
15,15,5475,15485,128,164,0
16,16,5840,15407,118,196,0
17,17,6205,15397,144,154,0
18,18,6570,15339,137,195,0
19,19,6935,15268,108,179,0
20,20,7300,15194,125,199,0
