ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,58,144,0
1,1,365,16213,71,139,0
2,2,730,16152,69,130,0
3,3,1095,16106,90,136,0
4,4,1460,16015,72,163,0
5,5,1825,15937,73,151,0
6,6,2190,15880,86,143,0
7,7,2555,15796,86,170,0
8,8,2920,15743,101,154,0
9,9,3285,15674,109,178,0
10,10,3650,15617,99,156,0
11,11,4015,15544,95,168,0
12,12,4380,15473,104,175,0
13,13,4745,15429,116,160,0
14,14,5110,15372,112,169,0
15,15,5475,15315,115,172,0
16,16,5840,15239,110,186,0
17,17,6205,15210,135,164,0
18,18,6570,15148,133,195,0
19,19,6935,15115,141,174,0
20,20,7300,15041,125,199,0
