ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16247,27,148,0
1,1,365,16120,18,145,0
2,2,730,16010,27,137,0
3,3,1095,15859,24,175,0
4,4,1460,15728,26,157,0
5,5,1825,15604,20,144,0
6,6,2190,15484,16,136,0
7,7,2555,15380,19,123,0
8,8,2920,15262,19,137,0
9,9,3285,15138,22,146,0
10,10,3650,14998,29,169,0
11,11,4015,14861,30,167,0
12,12,4380,14732,20,149,0
13,13,4745,14581,18,169,0
14,14,5110,14447,21,155,0
15,15,5475,14307,30,170,0
16,16,5840,14176,34,165,0
17,17,6205,14041,24,159,0
18,18,6570,13882,28,187,0
19,19,6935,13730,34,186,0
20,20,7300,13581,31,180,0
