ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16268,60,159,0
1,1,365,16199,67,136,0
2,2,730,16160,90,129,0
3,3,1095,16084,79,155,0
4,4,1460,16037,90,137,0
5,5,1825,15978,114,173,0
6,6,2190,15954,110,134,0
7,7,2555,15946,130,138,0
8,8,2920,15893,91,144,0
9,9,3285,15901,139,131,0
10,10,3650,15897,139,143,0
11,11,4015,15863,134,168,0
12,12,4380,15865,150,148,0
13,13,4745,15839,126,152,0
14,14,5110,15804,139,174,0
15,15,5475,15763,157,198,0
16,16,5840,15735,143,171,0
17,17,6205,15693,172,214,0
18,18,6570,15645,134,182,0
19,19,6935,15615,163,193,0
20,20,7300,15589,157,183,0
