ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16230,85,153,0
2,2,730,16169,76,137,0
3,3,1095,16092,71,148,0
4,4,1460,16026,78,144,0
5,5,1825,16003,96,119,0
6,6,2190,15941,85,147,0
7,7,2555,15873,90,158,0
8,8,2920,15814,101,160,0
9,9,3285,15757,100,157,0
10,10,3650,15741,114,130,0
11,11,4015,15695,94,140,0
12,12,4380,15650,114,159,0
13,13,4745,15609,127,168,0
14,14,5110,15574,124,159,0
15,15,5475,15529,125,170,0
16,16,5840,15483,123,169,0
17,17,6205,15437,127,173,0
18,18,6570,15406,152,183,0
19,19,6935,15359,136,183,0
20,20,7300,15337,141,163,0
