ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16209,64,132,0
2,2,730,16106,53,156,0
3,3,1095,16039,75,142,0
4,4,1460,15951,76,164,0
5,5,1825,15884,83,150,0
6,6,2190,15823,80,141,0
7,7,2555,15792,94,125,0
8,8,2920,15742,94,144,0
9,9,3285,15673,102,171,0
10,10,3650,15604,88,157,0
11,11,4015,15529,100,175,0
12,12,4380,15463,95,161,0
13,13,4745,15417,112,158,0
14,14,5110,15362,106,161,0
15,15,5475,15282,113,193,0
16,16,5840,15209,118,191,0
17,17,6205,15151,125,183,0
18,18,6570,15093,135,193,0
19,19,6935,15017,122,198,0
20,20,7300,14958,125,184,0
