ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,61,149,0
1,1,365,16219,83,143,0
2,2,730,16135,61,145,0
3,3,1095,16042,64,157,0
4,4,1460,15966,80,156,0
5,5,1825,15902,83,147,0
6,6,2190,15814,76,164,0
7,7,2555,15748,91,157,0
8,8,2920,15684,92,156,0
9,9,3285,15629,107,162,0
10,10,3650,15575,105,159,0
11,11,4015,15528,108,155,0
12,12,4380,15467,106,167,0
13,13,4745,15422,116,161,0
14,14,5110,15376,129,175,0
15,15,5475,15334,125,167,0
16,16,5840,15285,126,175,0
17,17,6205,15219,122,188,0
18,18,6570,15140,120,199,0
19,19,6935,15102,129,167,0
20,20,7300,15039,131,194,0
