ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,70,140,0
1,1,365,16229,66,136,0
2,2,730,16148,73,154,0
3,3,1095,16100,84,132,0
4,4,1460,16035,80,145,0
5,5,1825,15958,75,152,0
6,6,2190,15903,81,136,0
7,7,2555,15853,95,145,0
8,8,2920,15778,93,168,0
9,9,3285,15726,92,144,0
10,10,3650,15674,107,159,0
11,11,4015,15612,91,153,0
12,12,4380,15568,107,151,0
13,13,4745,15545,132,155,0
14,14,5110,15499,122,168,0
15,15,5475,15441,121,179,0
16,16,5840,15412,132,161,0
17,17,6205,15366,129,175,0
18,18,6570,15263,112,215,0
19,19,6935,15204,122,181,0
20,20,7300,15130,122,196,0
