ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16205,64,133,0
2,2,730,16112,78,171,0
3,3,1095,16031,74,155,0
4,4,1460,15991,89,129,0
5,5,1825,15943,96,144,0
6,6,2190,15890,77,130,0
7,7,2555,15837,95,148,0
8,8,2920,15787,101,151,0
9,9,3285,15733,96,150,0
10,10,3650,15695,98,136,0
11,11,4015,15644,106,157,0
12,12,4380,15559,88,173,0
13,13,4745,15503,111,167,0
14,14,5110,15431,96,168,0
15,15,5475,15370,122,183,0
16,16,5840,15318,126,178,0
17,17,6205,15257,127,188,0
18,18,6570,15167,99,189,0
19,19,6935,15132,157,192,0
20,20,7300,15070,124,186,0
