ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16291,53,130,0
1,1,365,16213,76,154,0
2,2,730,16117,67,163,0
3,3,1095,16032,55,140,0
4,4,1460,15945,69,156,0
5,5,1825,15900,110,155,0
6,6,2190,15837,72,135,0
7,7,2555,15740,77,174,0
8,8,2920,15697,100,143,0
9,9,3285,15638,93,152,0
10,10,3650,15599,110,149,0
11,11,4015,15561,112,150,0
12,12,4380,15516,128,173,0
13,13,4745,15489,116,143,0
14,14,5110,15407,103,185,0
15,15,5475,15370,122,159,0
16,16,5840,15329,124,165,0
17,17,6205,15261,128,196,0
18,18,6570,15213,130,178,0
19,19,6935,15155,128,186,0
20,20,7300,15072,130,213,0
