ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16278,64,153,0
1,1,365,16192,77,163,0
2,2,730,16117,82,157,0
3,3,1095,16053,67,131,0
4,4,1460,15975,76,154,0
5,5,1825,15925,106,156,0
6,6,2190,15875,97,147,0
7,7,2555,15816,96,155,0
8,8,2920,15739,96,173,0
9,9,3285,15677,100,162,0
10,10,3650,15610,114,181,0
11,11,4015,15575,120,155,0
12,12,4380,15509,103,169,0
13,13,4745,15442,110,177,0
14,14,5110,15390,130,182,0
15,15,5475,15326,121,185,0
16,16,5840,15268,118,176,0
17,17,6205,15223,142,187,0
18,18,6570,15160,133,196,0
19,19,6935,15107,126,179,0
20,20,7300,15078,129,158,0
