ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,61,134,0
1,1,365,16233,67,130,0
2,2,730,16148,59,144,0
3,3,1095,16092,70,126,0
4,4,1460,16021,68,139,0
5,5,1825,15935,58,144,0
6,6,2190,15868,68,135,0
7,7,2555,15760,53,161,0
8,8,2920,15696,63,127,0
9,9,3285,15613,65,148,0
10,10,3650,15533,63,143,0
11,11,4015,15471,72,134,0
12,12,4380,15397,76,150,0
13,13,4745,15308,72,161,0
14,14,5110,15201,80,187,0
15,15,5475,15128,100,173,0
16,16,5840,15037,83,174,0
17,17,6205,14982,86,141,0
18,18,6570,14924,109,167,0
19,19,6935,14809,81,196,0
20,20,7300,14722,98,185,0
