ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16252,23,138,0
1,1,365,16120,18,150,0
2,2,730,15993,18,145,0
3,3,1095,15869,11,135,0
4,4,1460,15747,21,143,0
5,5,1825,15622,12,137,0
6,6,2190,15504,19,137,0
7,7,2555,15381,21,144,0
8,8,2920,15255,25,151,0
9,9,3285,15115,19,159,0
10,10,3650,14985,12,142,0
11,11,4015,14842,8,151,0
12,12,4380,14681,23,184,0
13,13,4745,14531,21,171,0
14,14,5110,14376,21,176,0
15,15,5475,14206,13,183,0
16,16,5840,14065,27,168,0
17,17,6205,13921,22,166,0
18,18,6570,13758,25,188,0
19,19,6935,13566,20,212,0
20,20,7300,13407,13,172,0
