ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16282,51,138,0
1,1,365,16185,49,146,0
2,2,730,16079,49,155,0
3,3,1095,15970,51,160,0
4,4,1460,15882,53,141,0
5,5,1825,15768,45,159,0
6,6,2190,15654,30,144,0
7,7,2555,15546,39,147,0
8,8,2920,15402,25,169,0
9,9,3285,15294,31,139,0
10,10,3650,15193,28,129,0
11,11,4015,15040,16,169,0
12,12,4380,14893,11,158,0
13,13,4745,14735,17,175,0
14,14,5110,14572,16,179,0
15,15,5475,14405,8,175,0
16,16,5840,14269,18,154,0
17,17,6205,14130,9,148,0
18,18,6570,13973,7,164,0
19,19,6935,13806,4,171,0
20,20,7300,13619,7,194,0
