ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16278,57,146,0
1,1,365,16204,66,140,0
2,2,730,16131,77,150,0
3,3,1095,16093,91,129,0
4,4,1460,16016,79,156,0
5,5,1825,15950,70,136,0
6,6,2190,15905,92,137,0
7,7,2555,15820,76,161,0
8,8,2920,15756,93,157,0
9,9,3285,15715,101,142,0
10,10,3650,15665,95,145,0
11,11,4015,15588,101,178,0
12,12,4380,15526,96,158,0
13,13,4745,15469,115,172,0
14,14,5110,15387,96,178,0
15,15,5475,15328,108,167,0
16,16,5840,15281,124,171,0
17,17,6205,15212,128,197,0
18,18,6570,15139,114,187,0
19,19,6935,15085,133,187,0
20,20,7300,15036,146,195,0
