ind,time,age,male,female
0,0,0,22,41
1,0,1,128,124
2,0,2,145,120
3,0,3,140,143
4,0,4,122,152
5,0,5,149,152
6,0,6,140,138
7,0,7,137,139
8,0,8,159,168
9,0,9,141,166
10,0,10,159,150
11,0,11,148,135
12,0,12,158,140
13,0,13,157,128
14,0,14,160,150
15,0,15,156,139
16,0,16,149,152
17,0,17,153,151
18,0,18,149,131
19,0,19,138,154
20,0,20,136,162
21,0,21,87,87
22,0,22,83,76
23,0,23,75,94
24,0,24,89,88
25,0,25,69,81
26,0,26,75,92
27,0,27,82,76
28,0,28,83,92
29,0,29,83,91
30,0,30,88,86
31,0,31,98,77
32,0,32,93,88
33,0,33,106,95
34,0,34,105,104
35,0,35,106,106
36,0,36,120,117
37,0,37,117,85
38,0,38,106,115
39,0,39,104,140
40,0,40,110,103
41,0,41,106,125
42,0,42,99,95
43,0,43,89,99
44,0,44,104,103
45,0,45,106,91
46,0,46,85,91
47,0,47,92,87
48,0,48,91,109
49,0,49,98,83
50,0,50,82,88
51,0,51,139,155
52,0,52,151,131
53,0,53,129,135
54,0,54,127,118
55,0,55,125,127
56,0,56,104,116
57,0,57,111,118
58,0,58,103,91
59,0,59,77,86
60,0,60,95,85
61,0,61,63,81
62,0,62,85,93
63,0,63,72,61
64,0,64,68,69
65,0,65,68,80
66,0,66,52,59
67,0,67,63,71
68,0,68,48,57
69,0,69,48,49
70,0,70,48,53
71,0,71,50,47
72,0,72,31,45
73,0,73,51,47
74,0,74,38,50
75,0,75,44,37
76,0,76,42,40
77,0,77,38,35
78,0,78,26,27
79,0,79,21,22
80,0,80,21,30
81,0,81,21,16
82,0,82,8,16
83,0,83,11,19
84,0,84,12,12
85,0,85,11,19
86,0,86,13,7
87,0,87,14,20
88,0,88,14,5
89,0,89,6,8
90,0,90,10,10
91,0,91,9,12
92,0,92,10,8
93,0,93,10,5
94,0,94,5,6
95,0,95,10,3
96,0,96,9,4
97,0,97,6,6
98,0,98,4,3
99,0,99,4,3
100,0,100,1,0
101,0,101,0,0
102,1,0,30,32
103,1,1,22,41
104,1,2,128,124
105,1,3,145,120
106,1,4,140,143
107,1,5,122,152
108,1,6,149,152
109,1,7,140,138
110,1,8,137,139
111,1,9,159,168
112,1,10,141,166
113,1,11,159,150
114,1,12,148,135
115,1,13,158,140
116,1,14,157,128
117,1,15,160,150
118,1,16,155,139
119,1,17,149,152
120,1,18,153,151
121,1,19,149,131
122,1,20,138,154
123,1,21,136,162
124,1,22,87,87
125,1,23,83,76
126,1,24,75,94
127,1,25,89,88
128,1,26,69,81
129,1,27,75,92
130,1,28,82,76
131,1,29,83,92
132,1,30,83,91
133,1,31,88,86
134,1,32,98,77
135,1,33,93,88
136,1,34,106,95
137,1,35,104,104
138,1,36,106,106
139,1,37,120,117
140,1,38,117,85
141,1,39,106,115
142,1,40,104,139
143,1,41,110,103
144,1,42,106,125
145,1,43,99,95
146,1,44,89,99
147,1,45,104,103
148,1,46,106,91
149,1,47,85,90
150,1,48,92,87
151,1,49,91,109
152,1,50,98,83
153,1,51,81,88
154,1,52,136,154
155,1,53,151,131
156,1,54,128,134
157,1,55,126,117
158,1,56,124,125
159,1,57,103,114
160,1,58,111,118
161,1,59,103,90
162,1,60,75,85
163,1,61,95,84
164,1,62,63,80
165,1,63,83,92
166,1,64,70,61
167,1,65,68,68
168,1,66,67,79
169,1,67,50,59
170,1,68,63,70
171,1,69,48,56
172,1,70,47,49
173,1,71,47,52
174,1,72,50,42
175,1,73,31,43
176,1,74,48,44
177,1,75,36,47
178,1,76,37,35
179,1,77,40,38
180,1,78,35,32
181,1,79,25,27
182,1,80,17,20
183,1,81,19,28
184,1,82,17,15
185,1,83,7,15
186,1,84,10,18
187,1,85,9,11
188,1,86,9,17
189,1,87,12,7
190,1,88,9,18
191,1,89,11,4
192,1,90,5,7
193,1,91,9,9
194,1,92,6,9
195,1,93,8,8
196,1,94,8,5
197,1,95,5,5
198,1,96,6,1
199,1,97,8,3
200,1,98,4,6
201,1,99,4,3
202,1,100,3,3
203,1,101,0,0
204,2,0,37,34
205,2,1,30,32
206,2,2,22,41
207,2,3,128,124
208,2,4,145,120
209,2,5,140,143
210,2,6,121,151
211,2,7,149,151
212,2,8,140,138
213,2,9,137,139
214,2,10,159,168
215,2,11,141,166
216,2,12,159,150
217,2,13,148,135
218,2,14,158,140
219,2,15,157,128
220,2,16,160,150
221,2,17,155,139
222,2,18,148,152
223,2,19,153,151
224,2,20,149,131
225,2,21,137,154
226,2,22,136,162
227,2,23,87,87
228,2,24,83,76
229,2,25,75,94
230,2,26,89,88
231,2,27,69,81
232,2,28,75,91
233,2,29,82,76
234,2,30,83,92
235,2,31,83,91
236,2,32,88,86
237,2,33,98,76
238,2,34,93,88
239,2,35,106,95
240,2,36,103,104
241,2,37,106,106
242,2,38,120,117
243,2,39,117,85
244,2,40,106,115
245,2,41,103,137
246,2,42,109,103
247,2,43,104,125
248,2,44,99,95
249,2,45,89,99
250,2,46,104,102
251,2,47,106,91
252,2,48,85,90
253,2,49,92,87
254,2,50,91,108
255,2,51,98,83
256,2,52,79,88
257,2,53,133,154
258,2,54,150,131
259,2,55,126,133
260,2,56,126,116
261,2,57,123,124
262,2,58,101,114
263,2,59,108,117
264,2,60,102,89
265,2,61,74,84
266,2,62,91,83
267,2,63,63,80
268,2,64,82,89
269,2,65,70,60
270,2,66,67,68
271,2,67,66,78
272,2,68,48,59
273,2,69,62,70
274,2,70,45,54
275,2,71,45,49
276,2,72,44,52
277,2,73,47,41
278,2,74,30,42
279,2,75,43,41
280,2,76,35,46
281,2,77,34,34
282,2,78,38,35
283,2,79,32,30
284,2,80,25,25
285,2,81,17,20
286,2,82,19,26
287,2,83,16,14
288,2,84,5,13
289,2,85,10,16
290,2,86,8,9
291,2,87,9,14
292,2,88,11,7
293,2,89,7,16
294,2,90,8,4
295,2,91,4,5
296,2,92,7,8
297,2,93,4,8
298,2,94,8,5
299,2,95,7,5
300,2,96,4,5
301,2,97,5,1
302,2,98,8,3
303,2,99,1,5
304,2,100,3,3
305,2,101,0,0
306,3,0,32,33
307,3,1,36,34
308,3,2,30,32
309,3,3,22,41
310,3,4,128,124
311,3,5,145,120
312,3,6,140,143
313,3,7,121,151
314,3,8,149,151
315,3,9,140,137
316,3,10,137,139
317,3,11,159,168
318,3,12,141,165
319,3,13,159,150
320,3,14,148,135
321,3,15,158,140
322,3,16,157,128
323,3,17,160,150
324,3,18,155,139
325,3,19,148,152
326,3,20,153,151
327,3,21,149,131
328,3,22,137,154
329,3,23,136,162
330,3,24,87,87
331,3,25,83,76
332,3,26,75,94
333,3,27,89,88
334,3,28,69,81
335,3,29,75,91
336,3,30,82,76
337,3,31,83,92
338,3,32,83,91
339,3,33,88,86
340,3,34,98,76
341,3,35,93,88
342,3,36,106,95
343,3,37,103,104
344,3,38,106,106
345,3,39,120,117
346,3,40,117,85
347,3,41,106,115
348,3,42,103,137
349,3,43,108,103
350,3,44,104,124
351,3,45,98,95
352,3,46,89,99
353,3,47,104,102
354,3,48,106,90
355,3,49,85,90
356,3,50,92,87
357,3,51,90,108
358,3,52,97,83
359,3,53,79,88
360,3,54,131,154
361,3,55,149,131
362,3,56,125,132
363,3,57,125,116
364,3,58,123,124
365,3,59,101,114
366,3,60,105,117
367,3,61,102,89
368,3,62,73,83
369,3,63,89,82
370,3,64,62,79
371,3,65,78,87
372,3,66,70,57
373,3,67,63,67
374,3,68,63,78
375,3,69,47,59
376,3,70,61,70
377,3,71,44,54
378,3,72,44,48
379,3,73,42,52
380,3,74,44,38
381,3,75,29,41
382,3,76,41,36
383,3,77,34,44
384,3,78,33,30
385,3,79,35,29
386,3,80,30,29
387,3,81,22,22
388,3,82,17,19
389,3,83,16,24
390,3,84,15,12
391,3,85,5,10
392,3,86,9,13
393,3,87,5,6
394,3,88,8,12
395,3,89,9,2
396,3,90,6,13
397,3,91,5,4
398,3,92,2,4
399,3,93,4,6
400,3,94,4,6
401,3,95,6,3
402,3,96,7,2
403,3,97,4,3
404,3,98,5,1
405,3,99,7,2
406,3,100,0,4
407,3,101,0,0
408,4,0,50,43
409,4,1,32,33
410,4,2,36,34
411,4,3,30,32
412,4,4,22,41
413,4,5,128,124
414,4,6,145,120
415,4,7,140,142
416,4,8,120,151
417,4,9,149,151
418,4,10,140,137
419,4,11,137,139
420,4,12,159,168
421,4,13,141,165
422,4,14,159,150
423,4,15,148,135
424,4,16,157,140
425,4,17,157,128
426,4,18,160,149
427,4,19,155,139
428,4,20,148,152
429,4,21,153,151
430,4,22,149,131
431,4,23,137,154
432,4,24,136,162
433,4,25,87,87
434,4,26,83,76
435,4,27,75,94
436,4,28,89,88
437,4,29,69,81
438,4,30,75,91
439,4,31,82,76
440,4,32,83,92
441,4,33,83,91
442,4,34,88,86
443,4,35,98,76
444,4,36,93,88
445,4,37,106,95
446,4,38,103,104
447,4,39,105,106
448,4,40,120,117
449,4,41,117,85
450,4,42,106,115
451,4,43,103,137
452,4,44,107,102
453,4,45,103,124
454,4,46,98,95
455,4,47,88,99
456,4,48,104,102
457,4,49,106,90
458,4,50,85,90
459,4,51,90,85
460,4,52,90,108
461,4,53,97,83
462,4,54,79,88
463,4,55,131,154
464,4,56,149,130
465,4,57,123,132
466,4,58,123,115
467,4,59,122,122
468,4,60,100,112
469,4,61,101,114
470,4,62,101,89
471,4,63,72,82
472,4,64,87,82
473,4,65,61,79
474,4,66,73,85
475,4,67,68,57
476,4,68,62,65
477,4,69,60,76
478,4,70,46,56
479,4,71,60,68
