ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16265,52,156,0
1,1,365,16181,57,141,0
2,2,730,16087,53,147,0
3,3,1095,15992,57,152,0
4,4,1460,15910,52,134,0
5,5,1825,15835,59,134,0
6,6,2190,15756,58,137,0
7,7,2555,15698,71,129,0
8,8,2920,15604,67,161,0
9,9,3285,15542,77,139,0
10,10,3650,15461,77,158,0
11,11,4015,15387,76,150,0
12,12,4380,15297,69,159,0
13,13,4745,15220,71,148,0
14,14,5110,15133,76,163,0
15,15,5475,15041,79,171,0
16,16,5840,14974,98,165,0
17,17,6205,14876,81,179,0
18,18,6570,14772,82,186,0
19,19,6935,14669,85,188,0
20,20,7300,14563,76,182,0
