ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16268,36,136,0
1,1,365,16131,26,163,0
2,2,730,16011,26,146,0
3,3,1095,15907,28,132,0
4,4,1460,15781,22,148,0
5,5,1825,15674,30,137,0
6,6,2190,15548,21,147,0
7,7,2555,15398,14,164,0
8,8,2920,15255,18,161,0
9,9,3285,15134,16,137,0
10,10,3650,14981,22,175,0
11,11,4015,14871,35,145,0
12,12,4380,14737,19,153,0
13,13,4745,14609,26,154,0
14,14,5110,14465,25,169,0
15,15,5475,14313,27,179,0
16,16,5840,14160,35,188,0
17,17,6205,14006,18,172,0
18,18,6570,13878,32,160,0
19,19,6935,13738,35,175,0
20,20,7300,13572,31,197,0
