ind,time,age,male,female
0,0,0,172,137
1,0,1,274,263
2,0,2,250,257
3,0,3,277,250
4,0,4,284,306
5,0,5,309,331
6,0,6,303,322
7,0,7,287,313
8,0,8,307,316
9,0,9,305,304
10,0,10,306,287
11,0,11,277,282
12,0,12,273,271
13,0,13,300,313
14,0,14,296,310
15,0,15,294,281
16,0,16,255,276
17,0,17,275,286
18,0,18,277,269
19,0,19,277,264
20,0,20,267,251
21,0,21,159,167
22,0,22,142,158
23,0,23,173,161
24,0,24,165,168
25,0,25,160,187
26,0,26,162,183
27,0,27,167,175
28,0,28,180,184
29,0,29,214,195
30,0,30,185,194
31,0,31,205,198
32,0,32,198,222
33,0,33,214,219
34,0,34,226,200
35,0,35,213,240
36,0,36,222,250
37,0,37,219,194
38,0,38,237,214
39,0,39,230,221
40,0,40,237,232
41,0,41,221,226
42,0,42,201,212
43,0,43,204,195
44,0,44,192,191
45,0,45,213,194
46,0,46,194,203
47,0,47,177,211
48,0,48,180,179
49,0,49,176,158
50,0,50,156,161
51,0,51,295,285
52,0,52,277,272
53,0,53,265,279
54,0,54,250,207
55,0,55,189,232
56,0,56,244,205
57,0,57,191,242
58,0,58,208,189
59,0,59,176,178
60,0,60,164,190
61,0,61,142,156
62,0,62,151,134
63,0,63,141,157
64,0,64,126,141
65,0,65,131,133
66,0,66,167,126
67,0,67,106,129
68,0,68,109,115
69,0,69,114,120
70,0,70,94,96
71,0,71,92,99
72,0,72,85,88
73,0,73,101,77
74,0,74,85,72
75,0,75,64,57
76,0,76,75,69
77,0,77,71,62
78,0,78,55,47
79,0,79,52,39
80,0,80,53,49
81,0,81,37,44
82,0,82,35,33
83,0,83,32,39
84,0,84,32,39
85,0,85,23,33
86,0,86,26,26
87,0,87,21,27
88,0,88,24,22
89,0,89,17,22
90,0,90,15,27
91,0,91,20,12
92,0,92,18,13
93,0,93,17,8
94,0,94,12,15
95,0,95,7,13
96,0,96,5,8
97,0,97,10,13
98,0,98,10,6
99,0,99,5,11
100,0,100,4,5
101,0,101,0,0
102,1,0,174,163
103,1,1,172,137
104,1,2,274,263
105,1,3,250,257
106,1,4,277,250
107,1,5,284,305
108,1,6,308,331
109,1,7,302,322
110,1,8,287,313
111,1,9,307,315
112,1,10,304,304
113,1,11,306,287
114,1,12,277,282
115,1,13,272,271
116,1,14,300,313
117,1,15,296,310
118,1,16,294,280
119,1,17,255,276
120,1,18,275,285
121,1,19,277,269
122,1,20,277,264
123,1,21,267,251
124,1,22,159,167
125,1,23,142,158
126,1,24,173,161
127,1,25,165,168
128,1,26,160,187
129,1,27,162,183
130,1,28,167,174
131,1,29,180,184
132,1,30,214,194
133,1,31,185,194
134,1,32,205,198
135,1,33,197,222
136,1,34,214,219
137,1,35,226,200
138,1,36,213,240
139,1,37,222,250
140,1,38,219,194
141,1,39,234,214
142,1,40,229,221
143,1,41,237,232
144,1,42,219,226
145,1,43,201,212
146,1,44,204,194
147,1,45,191,191
148,1,46,212,194
149,1,47,194,203
150,1,48,177,210
151,1,49,179,177
152,1,50,176,158
153,1,51,155,161
154,1,52,294,285
155,1,53,277,271
156,1,54,263,278
157,1,55,250,206
158,1,56,188,232
159,1,57,244,205
160,1,58,191,241
161,1,59,205,189
162,1,60,175,178
163,1,61,163,188
164,1,62,140,156
165,1,63,150,134
166,1,64,138,156
167,1,65,121,137
168,1,66,127,129
169,1,67,164,123
170,1,68,102,126
171,1,69,104,114
172,1,70,108,116
173,1,71,94,95
174,1,72,87,96
175,1,73,84,88
176,1,74,96,75
177,1,75,80,68
178,1,76,60,52
179,1,77,68,64
180,1,78,69,58
181,1,79,51,46
182,1,80,47,36
183,1,81,51,47
184,1,82,31,36
185,1,83,34,28
186,1,84,26,36
187,1,85,29,32
188,1,86,20,29
189,1,87,25,23
190,1,88,18,25
191,1,89,23,21
192,1,90,16,20
193,1,91,10,23
194,1,92,15,11
195,1,93,14,12
196,1,94,13,5
197,1,95,12,11
198,1,96,7,7
199,1,97,3,7
200,1,98,10,11
201,1,99,8,5
202,1,100,4,10
203,1,101,0,0
204,2,0,155,177
205,2,1,174,163
206,2,2,172,137
207,2,3,273,263
208,2,4,250,257
209,2,5,277,250
210,2,6,284,305
211,2,7,308,331
212,2,8,302,322
213,2,9,287,313
214,2,10,307,315
215,2,11,304,304
216,2,12,306,287
217,2,13,276,282
218,2,14,272,271
219,2,15,299,313
220,2,16,295,310
221,2,17,293,280
222,2,18,255,276
223,2,19,275,285
224,2,20,277,269
225,2,21,277,264
226,2,22,266,251
227,2,23,159,167
228,2,24,142,158
229,2,25,173,161
230,2,26,165,168
231,2,27,159,187
232,2,28,162,183
233,2,29,166,174
234,2,30,180,184
235,2,31,214,194
236,2,32,185,194
237,2,33,204,198
238,2,34,197,222
239,2,35,214,219
240,2,36,226,200
241,2,37,213,240
242,2,38,222,250
243,2,39,218,193
244,2,40,231,214
245,2,41,229,221
246,2,42,236,232
247,2,43,219,226
248,2,44,201,211
249,2,45,203,194
250,2,46,190,191
251,2,47,212,191
252,2,48,193,203
253,2,49,176,210
254,2,50,177,177
255,2,51,176,158
256,2,52,154,158
257,2,53,292,283
258,2,54,277,270
259,2,55,259,274
260,2,56,248,205
261,2,57,187,231
262,2,58,243,204
263,2,59,189,237
264,2,60,202,186
265,2,61,172,175
266,2,62,162,187
267,2,63,138,153
268,2,64,147,132
269,2,65,135,154
270,2,66,119,137
271,2,67,122,128
272,2,68,161,120
273,2,69,99,124
274,2,70,101,110
275,2,71,106,112
276,2,72,91,91
277,2,73,82,91
278,2,74,74,86
279,2,75,87,72
280,2,76,76,68
281,2,77,58,48
282,2,78,62,62
283,2,79,66,56
284,2,80,46,43
285,2,81,42,33
286,2,82,47,45
287,2,83,28,32
288,2,84,32,24
289,2,85,26,31
290,2,86,28,29
291,2,87,17,25
292,2,88,21,20
293,2,89,15,19
294,2,90,21,19
295,2,91,14,17
296,2,92,10,18
297,2,93,11,8
298,2,94,11,11
299,2,95,11,5
300,2,96,9,10
301,2,97,6,3
302,2,98,3,6
303,2,99,8,8
304,2,100,7,5
305,2,101,0,0
306,3,0,153,152
307,3,1,155,177
308,3,2,174,163
309,3,3,172,137
310,3,4,273,263
311,3,5,250,257
312,3,6,277,250
313,3,7,284,305
314,3,8,308,331
315,3,9,302,322
316,3,10,287,313
317,3,11,307,315
318,3,12,304,304
319,3,13,306,287
320,3,14,275,282
321,3,15,272,271
322,3,16,298,313
323,3,17,295,310
324,3,18,293,280
325,3,19,255,275
326,3,20,275,285
327,3,21,277,269
328,3,22,276,264
329,3,23,266,250
330,3,24,159,167
331,3,25,142,158
332,3,26,173,161
333,3,27,164,168
334,3,28,159,187
335,3,29,162,183
336,3,30,166,174
337,3,31,180,184
338,3,32,214,194
339,3,33,185,194
340,3,34,204,198
341,3,35,197,220
342,3,36,213,219
343,3,37,226,200
344,3,38,213,240
345,3,39,222,249
346,3,40,218,193
347,3,41,231,214
348,3,42,227,221
349,3,43,234,232
350,3,44,218,226
351,3,45,199,211
352,3,46,203,194
353,3,47,190,189
354,3,48,211,191
355,3,49,193,203
356,3,50,176,210
357,3,51,176,177
358,3,52,176,158
359,3,53,154,158
360,3,54,285,283
361,3,55,276,269
362,3,56,258,273
363,3,57,246,205
364,3,58,184,227
365,3,59,242,204
366,3,60,187,236
367,3,61,200,185
368,3,62,170,172
369,3,63,157,186
370,3,64,138,149
371,3,65,142,129
372,3,66,133,151
373,3,67,117,133
374,3,68,120,125
375,3,69,155,117
376,3,70,96,120
377,3,71,97,103
378,3,72,104,112
379,3,73,83,88
380,3,74,80,88
381,3,75,67,80
382,3,76,80,69
383,3,77,73,65
384,3,78,55,43
385,3,79,60,61
386,3,80,60,52
387,3,81,40,40
388,3,82,39,33
389,3,83,44,43
390,3,84,23,27
391,3,85,30,24
392,3,86,19,27
393,3,87,26,25
394,3,88,16,22
395,3,89,14,17
396,3,90,14,17
397,3,91,16,18
398,3,92,14,13
399,3,93,8,13
400,3,94,10,7
401,3,95,8,9
402,3,96,7,4
403,3,97,8,8
404,3,98,4,2
405,3,99,3,3
406,3,100,6,7
407,3,101,0,0
408,4,0,172,158
409,4,1,153,152
410,4,2,155,177
411,4,3,174,163
412,4,4,172,137
413,4,5,273,263
414,4,6,250,257
415,4,7,277,250
416,4,8,284,305
417,4,9,308,330
418,4,10,300,322
419,4,11,287,312
420,4,12,307,315
421,4,13,303,304
422,4,14,306,287
423,4,15,275,282
424,4,16,272,271
425,4,17,298,313
426,4,18,295,310
427,4,19,293,280
428,4,20,254,275
429,4,21,274,285
430,4,22,277,269
431,4,23,276,263
432,4,24,266,250
433,4,25,158,167
434,4,26,142,158
435,4,27,173,161
436,4,28,164,168
437,4,29,159,187
438,4,30,162,182
439,4,31,165,174
440,4,32,180,184
441,4,33,213,194
442,4,34,185,194
443,4,35,203,198
444,4,36,197,219
445,4,37,213,219
446,4,38,226,200
447,4,39,211,240
448,4,40,220,249
449,4,41,217,191
450,4,42,230,214
451,4,43,227,221
452,4,44,234,231
453,4,45,218,225
454,4,46,198,211
455,4,47,202,194
456,4,48,188,188
457,4,49,210,191
458,4,50,192,201
459,4,51,174,210
460,4,52,176,177
461,4,53,176,158
462,4,54,153,158
463,4,55,281,283
464,4,56,275,268
465,4,57,255,273
466,4,58,242,205
467,4,59,181,226
468,4,60,237,204
469,4,61,185,235
470,4,62,198,182
471,4,63,167,167
472,4,64,154,185
473,4,65,137,147
474,4,66,139,128
475,4,67,129,150
476,4,68,116,129
477,4,69,117,123
478,4,70,151,116
479,4,71,91,118
480,4,72,90,99
481,4,73,99,111
482,4,74,75,86
483,4,75,76,85
484,4,76,56,76
485,4,77,73,68
486,4,78,68,62
487,4,79,51,41
488,4,80,54,58
489,4,81,60,48
490,4,82,36,38
491,4,83,34,29
492,4,84,36,38
493,4,85,20,27
494,4,86,27,24
495,4,87,17,25
496,4,88,24,21
497,4,89,14,19
498,4,90,11,16
499,4,91,12,14
500,4,92,14,15
501,4,93,11,11
502,4,94,6,9
503,4,95,8,5
504,4,96,6,6
