ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16241,9,135,0
1,1,365,16098,10,153,0
2,2,730,15945,11,164,0
3,3,1095,15816,9,138,0
4,4,1460,15700,11,127,0
5,5,1825,15569,11,142,0
6,6,2190,15413,13,169,0
7,7,2555,15268,8,153,0
8,8,2920,15137,13,144,0
9,9,3285,14991,8,154,0
10,10,3650,14836,16,171,0
11,11,4015,14684,11,163,0
12,12,4380,14530,11,165,0
13,13,4745,14392,16,154,0
14,14,5110,14240,17,169,0
15,15,5475,14101,19,158,0
16,16,5840,13940,15,176,0
17,17,6205,13775,13,178,0
18,18,6570,13603,24,196,0
19,19,6935,13436,17,184,0
20,20,7300,13269,18,185,0
