ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16218,58,138,0
2,2,730,16148,79,149,0
3,3,1095,16071,67,144,0
4,4,1460,16033,103,141,0
5,5,1825,15962,67,138,0
6,6,2190,15910,97,149,0
7,7,2555,15858,93,145,0
8,8,2920,15828,102,132,0
9,9,3285,15770,84,142,0
10,10,3650,15728,118,160,0
11,11,4015,15694,114,148,0
12,12,4380,15652,114,156,0
13,13,4745,15608,108,152,0
14,14,5110,15543,116,181,0
15,15,5475,15497,105,151,0
16,16,5840,15431,133,199,0
17,17,6205,15398,124,157,0
18,18,6570,15325,130,203,0
19,19,6935,15256,136,205,0
20,20,7300,15190,128,194,0
