ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16284,58,142,0
1,1,365,16203,62,143,0
2,2,730,16115,74,162,0
3,3,1095,16049,72,138,0
4,4,1460,15961,58,146,0
5,5,1825,15867,59,153,0
6,6,2190,15774,54,147,0
7,7,2555,15715,73,132,0
8,8,2920,15626,61,150,0
9,9,3285,15539,60,147,0
10,10,3650,15466,68,141,0
11,11,4015,15391,75,150,0
12,12,4380,15339,79,131,0
13,13,4745,15246,74,167,0
14,14,5110,15175,102,173,0
15,15,5475,15093,83,165,0
16,16,5840,14994,86,185,0
17,17,6205,14878,75,191,0
18,18,6570,14787,85,176,0
19,19,6935,14700,106,193,0
20,20,7300,14596,103,207,0
