ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16250,22,140,0
1,1,365,16128,26,148,0
2,2,730,16004,18,142,0
3,3,1095,15877,15,142,0
4,4,1460,15736,18,159,0
5,5,1825,15591,19,164,0
6,6,2190,15449,13,155,0
7,7,2555,15330,15,134,0
8,8,2920,15174,18,174,0
9,9,3285,15011,13,176,0
10,10,3650,14884,13,140,0
11,11,4015,14758,19,145,0
12,12,4380,14610,14,162,0
13,13,4745,14453,14,171,0
14,14,5110,14285,18,186,0
15,15,5475,14136,25,174,0
16,16,5840,13994,26,168,0
17,17,6205,13856,24,162,0
18,18,6570,13695,25,186,0
19,19,6935,13551,29,173,0
20,20,7300,13400,23,174,0
