ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16244,36,159,0
1,1,365,16124,39,159,0
2,2,730,16014,31,141,0
3,3,1095,15944,54,124,0
4,4,1460,15824,26,146,0
5,5,1825,15715,43,152,0
6,6,2190,15613,37,139,0
7,7,2555,15512,35,136,0
8,8,2920,15403,37,146,0
9,9,3285,15285,33,151,0
10,10,3650,15156,46,175,0
11,11,4015,15044,47,159,0
12,12,4380,14917,40,167,0
13,13,4745,14809,43,151,0
14,14,5110,14663,43,189,0
15,15,5475,14533,39,169,0
16,16,5840,14388,42,187,0
17,17,6205,14273,50,165,0
18,18,6570,14121,51,203,0
19,19,6935,14012,54,163,0
20,20,7300,13885,58,185,0
