ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16259,52,160,0
1,1,365,16187,68,140,0
2,2,730,16086,49,150,0
3,3,1095,15983,53,156,0
4,4,1460,15907,54,130,0
5,5,1825,15798,44,153,0
6,6,2190,15691,40,147,0
7,7,2555,15577,41,155,0
8,8,2920,15452,51,176,0
9,9,3285,15334,48,166,0
10,10,3650,15197,23,160,0
11,11,4015,15097,44,144,0
12,12,4380,14971,42,168,0
13,13,4745,14853,55,173,0
14,14,5110,14764,49,138,0
15,15,5475,14634,50,180,0
16,16,5840,14514,45,165,0
17,17,6205,14371,42,185,0
18,18,6570,14224,37,184,0
19,19,6935,14076,39,187,0
20,20,7300,13937,49,188,0
