ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16263,34,139,0
1,1,365,16160,32,135,0
2,2,730,16035,28,153,0
3,3,1095,15917,28,146,0
4,4,1460,15806,29,140,0
5,5,1825,15691,28,143,0
6,6,2190,15574,31,148,0
7,7,2555,15437,9,146,0
8,8,2920,15317,31,151,0
9,9,3285,15199,28,146,0
10,10,3650,15083,34,150,0
11,11,4015,14955,29,157,0
12,12,4380,14816,21,160,0
13,13,4745,14677,33,172,0
14,14,5110,14517,25,185,0
15,15,5475,14389,33,161,0
16,16,5840,14252,41,178,0
17,17,6205,14128,34,158,0
18,18,6570,13985,39,182,0
19,19,6935,13821,26,190,0
20,20,7300,13650,29,200,0
