ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,58,144,0
1,1,365,16218,84,147,0
2,2,730,16148,85,155,0
3,3,1095,16078,73,143,0
4,4,1460,15993,82,167,0
5,5,1825,15931,75,137,0
6,6,2190,15877,91,145,0
7,7,2555,15808,82,151,0
8,8,2920,15763,93,138,0
9,9,3285,15710,100,153,0
10,10,3650,15671,100,139,0
11,11,4015,15587,79,163,0
12,12,4380,15545,110,152,0
13,13,4745,15491,101,155,0
14,14,5110,15433,115,173,0
15,15,5475,15419,130,144,0
16,16,5840,15359,107,167,0
17,17,6205,15294,119,184,0
18,18,6570,15203,110,201,0
19,19,6935,15150,124,177,0
20,20,7300,15079,121,192,0
