ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16244,21,145,0
1,1,365,16115,19,148,0
2,2,730,16000,19,134,0
3,3,1095,15869,20,151,0
4,4,1460,15743,14,140,0
5,5,1825,15623,15,135,0
6,6,2190,15498,11,136,0
7,7,2555,15363,12,147,0
8,8,2920,15245,21,139,0
9,9,3285,15104,20,161,0
10,10,3650,14942,15,177,0
11,11,4015,14821,20,141,0
12,12,4380,14691,26,156,0
13,13,4745,14561,23,153,0
14,14,5110,14429,19,151,0
15,15,5475,14281,20,168,0
16,16,5840,14119,17,179,0
17,17,6205,13983,19,155,0
18,18,6570,13814,24,193,0
19,19,6935,13659,18,173,0
20,20,7300,13499,24,184,0
