ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16257,43,153,0
1,1,365,16176,43,124,0
2,2,730,16086,41,131,0
3,3,1095,15997,51,140,0
4,4,1460,15884,32,145,0
5,5,1825,15790,41,135,0
6,6,2190,15679,32,143,0
7,7,2555,15578,38,139,0
8,8,2920,15444,29,163,0
9,9,3285,15307,32,169,0
10,10,3650,15181,44,170,0
11,11,4015,15066,29,144,0
12,12,4380,14940,38,164,0
13,13,4745,14807,32,165,0
14,14,5110,14676,48,179,0
15,15,5475,14544,42,174,0
16,16,5840,14403,44,185,0
17,17,6205,14215,39,227,0
18,18,6570,14083,36,168,0
19,19,6935,13930,32,185,0
20,20,7300,13810,53,173,0
