ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16280,53,142,0
1,1,365,16175,49,154,0
2,2,730,16100,58,133,0
3,3,1095,16006,54,148,0
4,4,1460,15925,60,141,0
5,5,1825,15826,51,150,0
6,6,2190,15723,52,155,0
7,7,2555,15638,46,131,0
8,8,2920,15548,51,141,0
9,9,3285,15423,40,165,0
10,10,3650,15300,43,166,0
11,11,4015,15177,59,182,0
12,12,4380,15084,56,149,0
13,13,4745,15000,68,152,0
14,14,5110,14890,67,177,0
15,15,5475,14787,73,176,0
16,16,5840,14673,59,173,0
17,17,6205,14571,73,175,0
18,18,6570,14450,64,185,0
19,19,6935,14333,74,191,0
20,20,7300,14208,70,195,0
