ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16195,71,153,0
2,2,730,16116,81,160,0
3,3,1095,16033,87,170,0
4,4,1460,15973,91,151,0
5,5,1825,15920,81,134,0
6,6,2190,15881,93,132,0
7,7,2555,15818,89,152,0
8,8,2920,15768,94,144,0
9,9,3285,15727,110,151,0
10,10,3650,15675,99,151,0
11,11,4015,15613,103,165,0
12,12,4380,15593,133,153,0
13,13,4745,15561,125,157,0
14,14,5110,15520,107,148,0
15,15,5475,15444,102,178,0
16,16,5840,15399,120,165,0
17,17,6205,15328,107,178,0
18,18,6570,15281,135,182,0
19,19,6935,15214,126,193,0
20,20,7300,15163,136,187,0
