ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,69,149,0
1,1,365,16217,72,143,0
2,2,730,16142,67,142,0
3,3,1095,16076,82,148,0
4,4,1460,16009,78,145,0
5,5,1825,15949,84,144,0
6,6,2190,15906,90,133,0
7,7,2555,15860,100,146,0
8,8,2920,15832,110,138,0
9,9,3285,15771,100,161,0
10,10,3650,15698,87,160,0
11,11,4015,15641,105,162,0
12,12,4380,15596,118,163,0
13,13,4745,15548,107,155,0
14,14,5110,15484,109,173,0
15,15,5475,15424,116,176,0
16,16,5840,15367,131,188,0
17,17,6205,15351,152,168,0
18,18,6570,15318,147,180,0
19,19,6935,15255,108,171,0
20,20,7300,15165,138,228,0
