ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16251,34,151,0
1,1,365,16129,36,158,0
2,2,730,16039,37,127,0
3,3,1095,15938,35,136,0
4,4,1460,15820,27,145,0
5,5,1825,15714,34,140,0
6,6,2190,15609,37,142,0
7,7,2555,15511,33,131,0
8,8,2920,15400,35,146,0
9,9,3285,15297,35,138,0
10,10,3650,15160,43,180,0
11,11,4015,15046,44,158,0
12,12,4380,14948,47,145,0
13,13,4745,14821,35,162,0
14,14,5110,14681,44,184,0
15,15,5475,14549,42,174,0
16,16,5840,14398,37,188,0
17,17,6205,14277,46,167,0
18,18,6570,14152,43,168,0
19,19,6935,13999,47,200,0
20,20,7300,13869,45,175,0
