ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16260,49,156,0
1,1,365,16197,63,126,0
2,2,730,16130,69,136,0
3,3,1095,16060,82,152,0
4,4,1460,15971,62,151,0
5,5,1825,15949,98,120,0
6,6,2190,15902,80,127,0
7,7,2555,15843,84,143,0
8,8,2920,15808,107,142,0
9,9,3285,15770,99,137,0
10,10,3650,15714,112,168,0
11,11,4015,15651,110,173,0
12,12,4380,15593,118,176,0
13,13,4745,15552,126,167,0
14,14,5110,15522,124,154,0
15,15,5475,15494,145,173,0
16,16,5840,15447,130,177,0
17,17,6205,15421,159,185,0
18,18,6570,15374,142,189,0
19,19,6935,15337,136,173,0
20,20,7300,15234,119,222,0
