ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16309,72,131,0
1,1,365,16223,57,143,0
2,2,730,16150,73,146,0
3,3,1095,16096,89,143,0
4,4,1460,16053,92,135,0
5,5,1825,16003,79,129,0
6,6,2190,15961,105,147,0
7,7,2555,15911,92,142,0
8,8,2920,15844,81,148,0
9,9,3285,15768,94,170,0
10,10,3650,15707,80,141,0
11,11,4015,15683,111,135,0
12,12,4380,15617,109,175,0
13,13,4745,15587,113,143,0
14,14,5110,15499,105,193,0
15,15,5475,15413,97,183,0
16,16,5840,15325,113,201,0
17,17,6205,15287,145,183,0
18,18,6570,15214,115,188,0
19,19,6935,15157,123,180,0
20,20,7300,15097,118,178,0
