ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16289,63,141,0
1,1,365,16203,64,150,0
2,2,730,16117,71,157,0
3,3,1095,16021,65,161,0
4,4,1460,15924,59,156,0
5,5,1825,15835,60,149,0
6,6,2190,15761,64,138,0
7,7,2555,15683,73,151,0
8,8,2920,15596,68,155,0
9,9,3285,15485,81,192,0
10,10,3650,15390,71,166,0
11,11,4015,15289,69,170,0
12,12,4380,15180,58,167,0
13,13,4745,15093,65,152,0
14,14,5110,14994,73,172,0
15,15,5475,14880,64,178,0
16,16,5840,14769,67,178,0
17,17,6205,14667,84,186,0
18,18,6570,14580,86,173,0
19,19,6935,14467,76,189,0
20,20,7300,14363,76,180,0
