ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,58,150,0
1,1,365,16202,71,144,0
2,2,730,16133,77,146,0
3,3,1095,16073,73,133,0
4,4,1460,15996,74,151,0
5,5,1825,15915,67,148,0
6,6,2190,15826,75,164,0
7,7,2555,15790,85,121,0
8,8,2920,15742,92,140,0
9,9,3285,15696,117,163,0
10,10,3650,15644,106,158,0
11,11,4015,15581,102,165,0
12,12,4380,15515,115,181,0
13,13,4745,15426,81,170,0
14,14,5110,15361,109,174,0
15,15,5475,15310,118,169,0
16,16,5840,15255,123,178,0
17,17,6205,15208,131,178,0
18,18,6570,15158,146,196,0
19,19,6935,15111,154,201,0
20,20,7300,15029,116,198,0
