ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,60,140,0
1,1,365,16184,52,156,0
2,2,730,16091,52,145,0
3,3,1095,15978,39,152,0
4,4,1460,15877,42,143,0
5,5,1825,15768,40,149,0
6,6,2190,15676,49,141,0
7,7,2555,15599,46,123,0
8,8,2920,15485,46,160,0
9,9,3285,15375,42,152,0
10,10,3650,15277,52,150,0
11,11,4015,15182,52,147,0
12,12,4380,15060,35,157,0
13,13,4745,14949,38,149,0
14,14,5110,14837,52,164,0
15,15,5475,14685,44,196,0
16,16,5840,14539,45,191,0
17,17,6205,14412,54,181,0
18,18,6570,14287,47,172,0
19,19,6935,14121,41,207,0
20,20,7300,13977,52,196,0
