ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16263,47,152,0
1,1,365,16205,86,144,0
2,2,730,16163,88,130,0
3,3,1095,16106,102,159,0
4,4,1460,16058,108,156,0
5,5,1825,16013,105,150,0
6,6,2190,15966,111,158,0
7,7,2555,15950,118,134,0
8,8,2920,15926,126,150,0
9,9,3285,15932,144,138,0
10,10,3650,15928,137,141,0
11,11,4015,15892,151,187,0
12,12,4380,15892,152,152,0
13,13,4745,15875,136,153,0
14,14,5110,15878,174,171,0
15,15,5475,15854,165,189,0
16,16,5840,15878,190,166,0
17,17,6205,15871,176,183,0
18,18,6570,15876,175,170,0
19,19,6935,15902,205,179,0
20,20,7300,15902,173,173,0
