ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16256,56,167,0
1,1,365,16152,43,147,0
2,2,730,16059,58,151,0
3,3,1095,15969,58,148,0
4,4,1460,15869,52,152,0
5,5,1825,15789,62,142,0
6,6,2190,15723,68,134,0
7,7,2555,15631,58,150,0
8,8,2920,15537,52,146,0
9,9,3285,15439,48,146,0
10,10,3650,15345,54,148,0
11,11,4015,15258,66,153,0
12,12,4380,15160,61,159,0
13,13,4745,15077,78,161,0
14,14,5110,14962,57,172,0
15,15,5475,14863,70,169,0
16,16,5840,14753,69,179,0
17,17,6205,14630,68,191,0
18,18,6570,14518,60,172,0
19,19,6935,14418,84,184,0
20,20,7300,14300,80,198,0
