ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,58,147,0
1,1,365,16188,57,148,0
2,2,730,16127,63,124,0
3,3,1095,16070,92,149,0
4,4,1460,16008,87,149,0
5,5,1825,15928,75,155,0
6,6,2190,15842,82,168,0
7,7,2555,15771,85,156,0
8,8,2920,15696,91,166,0
9,9,3285,15650,101,147,0
10,10,3650,15584,97,163,0
11,11,4015,15509,85,160,0
12,12,4380,15473,110,146,0
13,13,4745,15412,111,172,0
14,14,5110,15347,110,175,0
15,15,5475,15277,110,180,0
16,16,5840,15231,132,178,0
17,17,6205,15193,142,180,0
18,18,6570,15143,125,175,0
19,19,6935,15106,150,187,0
20,20,7300,15074,134,166,0
