ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16215,59,143,0
2,2,730,16129,68,154,0
3,3,1095,16056,72,145,0
4,4,1460,15988,74,142,0
5,5,1825,15924,84,148,0
6,6,2190,15875,92,141,0
7,7,2555,15802,80,153,0
8,8,2920,15760,97,139,0
9,9,3285,15726,108,142,0
10,10,3650,15696,106,136,0
11,11,4015,15641,102,157,0
12,12,4380,15588,114,167,0
13,13,4745,15542,104,150,0
14,14,5110,15496,121,167,0
15,15,5475,15440,111,167,0
16,16,5840,15362,118,196,0
17,17,6205,15323,125,164,0
18,18,6570,15276,141,188,0
19,19,6935,15218,132,190,0
20,20,7300,15167,131,182,0
