ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16261,19,126,0
1,1,365,16120,9,150,0
2,2,730,15986,11,145,0
3,3,1095,15849,15,152,0
4,4,1460,15739,16,126,0
5,5,1825,15605,9,143,0
6,6,2190,15455,14,164,0
7,7,2555,15330,17,142,0
8,8,2920,15188,10,152,0
9,9,3285,15091,17,114,0
10,10,3650,14942,14,163,0
11,11,4015,14792,12,162,0
12,12,4380,14660,21,153,0
13,13,4745,14530,11,141,0
14,14,5110,14376,13,167,0
15,15,5475,14227,19,168,0
16,16,5840,14078,12,161,0
17,17,6205,13912,15,181,0
18,18,6570,13769,18,161,0
19,19,6935,13610,18,177,0
20,20,7300,13439,22,193,0
