ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16303,73,138,0
1,1,365,16242,90,151,0
2,2,730,16190,82,134,0
3,3,1095,16143,111,158,0
4,4,1460,16096,115,162,0
5,5,1825,16061,102,137,0
6,6,2190,16026,116,151,0
7,7,2555,16011,121,136,0
8,8,2920,15941,100,170,0
9,9,3285,15923,127,145,0
10,10,3650,15919,142,146,0
11,11,4015,15888,126,157,0
12,12,4380,15866,138,160,0
13,13,4745,15854,135,147,0
14,14,5110,15842,145,157,0
15,15,5475,15835,161,168,0
16,16,5840,15809,164,190,0
17,17,6205,15794,172,187,0
18,18,6570,15770,162,186,0
19,19,6935,15768,188,190,0
20,20,7300,15685,134,217,0
