ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16217,62,143,0
2,2,730,16134,53,136,0
3,3,1095,16061,59,132,0
4,4,1460,15987,69,143,0
5,5,1825,15909,73,151,0
6,6,2190,15849,89,149,0
7,7,2555,15768,78,159,0
8,8,2920,15716,92,144,0
9,9,3285,15667,104,153,0
10,10,3650,15638,104,133,0
11,11,4015,15587,105,156,0
12,12,4380,15542,112,157,0
13,13,4745,15491,118,169,0
14,14,5110,15450,139,180,0
15,15,5475,15395,132,187,0
16,16,5840,15340,127,182,0
17,17,6205,15290,123,173,0
18,18,6570,15257,124,157,0
19,19,6935,15193,139,203,0
20,20,7300,15114,131,210,0
