ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,50,153,0
1,1,365,16200,52,116,0
2,2,730,16126,66,140,0
3,3,1095,16037,69,158,0
4,4,1460,15960,81,158,0
5,5,1825,15876,72,156,0
6,6,2190,15841,103,138,0
7,7,2555,15775,90,156,0
8,8,2920,15693,92,174,0
9,9,3285,15626,90,157,0
10,10,3650,15579,100,147,0
11,11,4015,15522,98,155,0
12,12,4380,15460,127,189,0
13,13,4745,15418,107,149,0
14,14,5110,15330,109,197,0
15,15,5475,15291,109,148,0
16,16,5840,15244,130,177,0
17,17,6205,15191,121,174,0
18,18,6570,15143,126,174,0
19,19,6935,15076,124,191,0
20,20,7300,15024,132,184,0
