ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16294,70,144,0
1,1,365,16223,70,141,0
2,2,730,16131,66,158,0
3,3,1095,16028,67,170,0
4,4,1460,15975,74,127,0
5,5,1825,15910,79,144,0
6,6,2190,15833,67,144,0
7,7,2555,15773,83,143,0
8,8,2920,15725,99,147,0
9,9,3285,15661,90,154,0
10,10,3650,15603,97,155,0
11,11,4015,15597,123,129,0
12,12,4380,15599,122,120,0
13,13,4745,15552,105,152,0
14,14,5110,15505,112,159,0
15,15,5475,15468,126,163,0
16,16,5840,15438,145,175,0
17,17,6205,15417,141,162,0
18,18,6570,15388,129,158,0
19,19,6935,15361,140,167,0
20,20,7300,15319,150,192,0
