ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16304,58,122,0
1,1,365,16248,80,136,0
2,2,730,16179,51,120,0
3,3,1095,16069,51,161,0
4,4,1460,15975,50,144,0
5,5,1825,15860,50,165,0
6,6,2190,15769,57,148,0
7,7,2555,15675,63,157,0
8,8,2920,15559,46,162,0
9,9,3285,15457,48,150,0
10,10,3650,15381,67,143,0
11,11,4015,15286,63,158,0
12,12,4380,15191,70,165,0
13,13,4745,15111,62,142,0
14,14,5110,14977,49,183,0
15,15,5475,14872,61,166,0
16,16,5840,14778,76,170,0
17,17,6205,14666,70,182,0
18,18,6570,14563,67,170,0
19,19,6935,14464,61,160,0
20,20,7300,14324,57,197,0
