ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,50,153,0
1,1,365,16172,50,142,0
2,2,730,16094,51,129,0
3,3,1095,16016,73,151,0
4,4,1460,15938,81,159,0
5,5,1825,15866,76,148,0
6,6,2190,15815,94,145,0
7,7,2555,15756,86,145,0
8,8,2920,15677,76,155,0
9,9,3285,15624,90,143,0
10,10,3650,15578,107,153,0
11,11,4015,15529,111,160,0
12,12,4380,15459,102,172,0
13,13,4745,15420,125,164,0
14,14,5110,15377,120,163,0
15,15,5475,15315,111,173,0
16,16,5840,15236,120,199,0
17,17,6205,15180,135,191,0
18,18,6570,15139,127,168,0
19,19,6935,15095,123,167,0
20,20,7300,15026,130,199,0
