ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16294,70,144,0
1,1,365,16210,59,143,0
2,2,730,16128,64,146,0
3,3,1095,16044,75,159,0
4,4,1460,15972,82,154,0
5,5,1825,15910,78,140,0
6,6,2190,15858,89,141,0
7,7,2555,15795,85,148,0
8,8,2920,15729,93,159,0
9,9,3285,15672,104,161,0
10,10,3650,15619,95,148,0
11,11,4015,15572,100,147,0
12,12,4380,15512,105,165,0
13,13,4745,15472,132,172,0
14,14,5110,15437,123,158,0
15,15,5475,15398,126,165,0
16,16,5840,15337,123,184,0
17,17,6205,15264,121,194,0
18,18,6570,15238,136,162,0
19,19,6935,15215,167,190,0
20,20,7300,15162,130,183,0
