ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16265,53,157,0
1,1,365,16156,61,170,0
2,2,730,16047,54,163,0
3,3,1095,15945,56,158,0
4,4,1460,15849,55,151,0
5,5,1825,15759,64,154,0
6,6,2190,15673,64,150,0
7,7,2555,15590,55,138,0
8,8,2920,15520,62,132,0
9,9,3285,15458,74,136,0
10,10,3650,15366,67,159,0
11,11,4015,15261,60,165,0
12,12,4380,15177,74,158,0
13,13,4745,15099,81,159,0
14,14,5110,15013,59,145,0
15,15,5475,14909,75,179,0
16,16,5840,14807,75,177,0
17,17,6205,14705,77,179,0
18,18,6570,14586,71,190,0
19,19,6935,14471,76,191,0
20,20,7300,14351,87,207,0
