ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16290,57,134,0
1,1,365,16201,66,155,0
2,2,730,16125,65,141,0
3,3,1095,16025,57,157,0
4,4,1460,15929,60,156,0
5,5,1825,15847,61,143,0
6,6,2190,15769,77,155,0
7,7,2555,15685,74,158,0
8,8,2920,15614,89,160,0
9,9,3285,15557,96,153,0
10,10,3650,15477,90,170,0
11,11,4015,15387,87,177,0
12,12,4380,15285,73,175,0
13,13,4745,15211,95,169,0
14,14,5110,15160,104,155,0
15,15,5475,15080,110,190,0
16,16,5840,14996,100,184,0
17,17,6205,14945,115,166,0
18,18,6570,14858,109,196,0
19,19,6935,14789,113,182,0
20,20,7300,14723,105,171,0
