ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,67,137,0
1,1,365,16218,64,144,0
2,2,730,16138,64,144,0
3,3,1095,16060,67,145,0
4,4,1460,15988,87,159,0
5,5,1825,15935,95,148,0
6,6,2190,15863,79,151,0
7,7,2555,15800,94,157,0
8,8,2920,15762,95,133,0
9,9,3285,15743,105,124,0
10,10,3650,15697,108,154,0
11,11,4015,15629,99,167,0
12,12,4380,15573,108,164,0
13,13,4745,15525,129,177,0
14,14,5110,15482,120,163,0
15,15,5475,15410,116,188,0
16,16,5840,15370,151,191,0
17,17,6205,15317,127,180,0
18,18,6570,15224,108,201,0
19,19,6935,15169,128,183,0
20,20,7300,15091,140,218,0
