ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16242,18,143,0
1,1,365,16112,12,142,0
2,2,730,15978,13,147,0
3,3,1095,15857,13,134,0
4,4,1460,15731,12,138,0
5,5,1825,15602,11,140,0
6,6,2190,15477,8,133,0
7,7,2555,15351,15,141,0
8,8,2920,15235,22,138,0
9,9,3285,15079,14,170,0
10,10,3650,14941,13,151,0
11,11,4015,14778,14,177,0
12,12,4380,14633,20,165,0
13,13,4745,14461,12,184,0
14,14,5110,14317,14,158,0
15,15,5475,14143,15,189,0
16,16,5840,13975,12,180,0
17,17,6205,13828,19,166,0
18,18,6570,13655,21,194,0
19,19,6935,13512,24,167,0
20,20,7300,13325,17,204,0
